commandline arguments: Namespace(input='.\\maps\\BASIC_OFFICE_LAYOUT', numpeople=200, random_state=8675309, max_time=None, no_spread_fire=False, no_graphical_output=False, output=False, fire_rate=2, bottleneck_delay=0.2, animation_delay=1, scale=8, speed=3.0, sample_k=8, sample_seed=123, seconds_per_unit=1.0, start_delay_dist='none', start_delay=0.0, start_delay_std=0.0) 

===============================================================================
initialized a 64x50 floor with 200 people in 2400 locations
initialized 12 bottleneck(s)
detected 0 fire zone(s)

good luck escaping!
===============================================================================
LOGS
INFO	 fire disabled (treated as walls)
  id   65 | status    safe | exit_time   18.780 s | start (np.int64(0), np.int64(28), np.int64(44)) -> final (0, 0, 25)
  id   66 | status    safe | exit_time    9.272 s | start (np.int64(0), np.int64(59), np.int64(29)) -> final (0, 63, 25)
  id   67 | status    safe | exit_time   14.182 s | start (np.int64(0), np.int64(26), np.int64(35)) -> final (0, 0, 25)
  id   68 | status    safe | exit_time   18.793 s | start (np.int64(0), np.int64(31), np.int64(3)) -> final (0, 0, 24)
  id   69 | status    safe | exit_time   16.921 s | start (np.int64(0), np.int64(23), np.int64(14)) -> final (0, 0, 24)
  id   70 | status    safe | exit_time   10.814 s | start (np.int64(0), np.int64(5), np.int64(30)) -> final (0, 0, 25)
  id   71 | status    safe | exit_time   14.946 s | start (np.int64(0), np.int64(44), np.int64(48)) -> final (0, 63, 25)
  id   72 | status    safe | exit_time   12.923 s | start (np.int64(0), np.int64(31), np.int64(32)) -> final (0, 0, 25)
  id   73 | status    safe | exit_time   15.428 s | start (np.int64(0), np.int64(23), np.int64(19)) -> final (0, 0, 24)
  id   74 | status    safe | exit_time   11.222 s | start (np.int64(0), np.int64(52), np.int64(20)) -> final (0, 63, 24)
  id   75 | status    safe | exit_time   12.360 s | start (np.int64(0), np.int64(53), np.int64(42)) -> final (0, 63, 25)
  id   76 | status    safe | exit_time    8.558 s | start (np.int64(0), np.int64(54), np.int64(20)) -> final (0, 63, 24)
  id   77 | status    safe | exit_time   14.840 s | start (np.int64(0), np.int64(8), np.int64(5)) -> final (0, 0, 24)
  id   78 | status    safe | exit_time   14.322 s | start (np.int64(0), np.int64(4), np.int64(4)) -> final (0, 0, 24)
  id   79 | status    safe | exit_time   15.486 s | start (np.int64(0), np.int64(3), np.int64(4)) -> final (0, 0, 24)
  id   80 | status    safe | exit_time   11.303 s | start (np.int64(0), np.int64(47), np.int64(39)) -> final (0, 63, 25)
  id   81 | status    safe | exit_time   16.534 s | start (np.int64(0), np.int64(32), np.int64(10)) -> final (0, 63, 24)
  id   82 | status    safe | exit_time   16.399 s | start (np.int64(0), np.int64(41), np.int64(33)) -> final (0, 63, 25)
  id   83 | status    safe | exit_time   14.454 s | start (np.int64(0), np.int64(48), np.int64(5)) -> final (0, 63, 24)
  id   84 | status    safe | exit_time   10.490 s | start (np.int64(0), np.int64(57), np.int64(32)) -> final (0, 63, 25)
  id   85 | status    safe | exit_time   14.211 s | start (np.int64(0), np.int64(40), np.int64(14)) -> final (0, 63, 24)
  id   86 | status    safe | exit_time   13.911 s | start (np.int64(0), np.int64(36), np.int64(33)) -> final (0, 63, 25)
  id   87 | status    safe | exit_time   11.470 s | start (np.int64(0), np.int64(44), np.int64(42)) -> final (0, 63, 25)
  id   88 | status    safe | exit_time   16.949 s | start (np.int64(0), np.int64(24), np.int64(13)) -> final (0, 0, 24)
  id   89 | status    safe | exit_time   14.413 s | start (np.int64(0), np.int64(8), np.int64(46)) -> final (0, 0, 25)
  id   90 | status    safe | exit_time   10.910 s | start (np.int64(0), np.int64(46), np.int64(7)) -> final (0, 63, 24)
  id   91 | status    safe | exit_time    8.339 s | start (np.int64(0), np.int64(52), np.int64(31)) -> final (0, 63, 25)
  id   92 | status    safe | exit_time   12.200 s | start (np.int64(0), np.int64(62), np.int64(14)) -> final (0, 63, 24)
  id   93 | status    safe | exit_time   13.158 s | start (np.int64(0), np.int64(33), np.int64(30)) -> final (0, 63, 25)
  id   94 | status    safe | exit_time   14.418 s | start (np.int64(0), np.int64(38), np.int64(9)) -> final (0, 63, 24)
  id   95 | status    safe | exit_time   13.622 s | start (np.int64(0), np.int64(23), np.int64(31)) -> final (0, 0, 25)
  id   96 | status    safe | exit_time    9.476 s | start (np.int64(0), np.int64(7), np.int64(30)) -> final (0, 0, 25)
  id   97 | status    safe | exit_time   20.320 s | start (np.int64(0), np.int64(32), np.int64(47)) -> final (0, 63, 25)
  id   98 | status    safe | exit_time   15.473 s | start (np.int64(0), np.int64(32), np.int64(34)) -> final (0, 63, 25)
  id   99 | status    safe | exit_time   12.244 s | start (np.int64(0), np.int64(6), np.int64(12)) -> final (0, 0, 24)
  id  100 | status    safe | exit_time   19.212 s | start (np.int64(0), np.int64(54), np.int64(48)) -> final (0, 63, 25)
  id  101 | status    safe | exit_time   12.219 s | start (np.int64(0), np.int64(35), np.int64(17)) -> final (0, 63, 24)
  id  102 | status    safe | exit_time   10.938 s | start (np.int64(0), np.int64(53), np.int64(38)) -> final (0, 63, 25)
  id  103 | status    safe | exit_time    9.626 s | start (np.int64(0), np.int64(58), np.int64(19)) -> final (0, 63, 24)
  id  104 | status    safe | exit_time   10.762 s | start (np.int64(0), np.int64(32), np.int64(19)) -> final (0, 63, 24)
  id  105 | status    safe | exit_time   22.004 s | start (np.int64(0), np.int64(40), np.int64(47)) -> final (0, 63, 25)
  id  106 | status    safe | exit_time   22.395 s | start (np.int64(0), np.int64(28), np.int64(45)) -> final (0, 0, 25)
  id  107 | status    safe | exit_time   14.374 s | start (np.int64(0), np.int64(41), np.int64(34)) -> final (0, 63, 25)
  id  108 | status    safe | exit_time   13.476 s | start (np.int64(0), np.int64(10), np.int64(37)) -> final (0, 0, 25)
  id  109 | status    safe | exit_time   13.824 s | start (np.int64(0), np.int64(8), np.int64(2)) -> final (0, 0, 24)
  id  110 | status    safe | exit_time   13.482 s | start (np.int64(0), np.int64(31), np.int64(16)) -> final (0, 0, 24)
  id  111 | status    safe | exit_time   12.084 s | start (np.int64(0), np.int64(57), np.int64(35)) -> final (0, 63, 25)
  id  112 | status    safe | exit_time   13.382 s | start (np.int64(0), np.int64(32), np.int64(13)) -> final (0, 63, 24)
  id  113 | status    safe | exit_time   22.087 s | start (np.int64(0), np.int64(40), np.int64(44)) -> final (0, 63, 25)
  id  114 | status    safe | exit_time   23.786 s | start (np.int64(0), np.int64(39), np.int64(47)) -> final (0, 63, 25)
  id  115 | status    safe | exit_time   11.353 s | start (np.int64(0), np.int64(20), np.int64(12)) -> final (0, 0, 24)
  id  116 | status    safe | exit_time   14.359 s | start (np.int64(0), np.int64(9), np.int64(48)) -> final (0, 0, 25)
  id  117 | status    safe | exit_time   10.754 s | start (np.int64(0), np.int64(4), np.int64(19)) -> final (0, 0, 24)
  id  118 | status    safe | exit_time   14.540 s | start (np.int64(0), np.int64(2), np.int64(41)) -> final (0, 0, 25)
  id  119 | status    safe | exit_time   12.664 s | start (np.int64(0), np.int64(9), np.int64(2)) -> final (0, 0, 24)
  id  120 | status    safe | exit_time   12.274 s | start (np.int64(0), np.int64(35), np.int64(18)) -> final (0, 63, 24)
  id  121 | status    safe | exit_time    9.577 s | start (np.int64(0), np.int64(56), np.int64(20)) -> final (0, 63, 24)
  id  122 | status    safe | exit_time   12.184 s | start (np.int64(0), np.int64(56), np.int64(41)) -> final (0, 63, 25)
  id  123 | status    safe | exit_time   12.439 s | start (np.int64(0), np.int64(53), np.int64(7)) -> final (0, 63, 24)
  id  124 | status    safe | exit_time   13.575 s | start (np.int64(0), np.int64(57), np.int64(12)) -> final (0, 63, 24)
  id  125 | status    safe | exit_time   11.449 s | start (np.int64(0), np.int64(50), np.int64(6)) -> final (0, 63, 24)
  id  126 | status    safe | exit_time   16.074 s | start (np.int64(0), np.int64(17), np.int64(2)) -> final (0, 0, 24)
  id  127 | status    safe | exit_time   15.305 s | start (np.int64(0), np.int64(1), np.int64(41)) -> final (0, 0, 25)
  id  128 | status    safe | exit_time   10.692 s | start (np.int64(0), np.int64(16), np.int64(48)) -> final (0, 0, 25)
  id  129 | status    safe | exit_time   13.608 s | start (np.int64(0), np.int64(15), np.int64(42)) -> final (0, 0, 25)
  id  130 | status    safe | exit_time    7.556 s | start (np.int64(0), np.int64(18), np.int64(31)) -> final (0, 0, 25)
  id  131 | status    safe | exit_time   16.147 s | start (np.int64(0), np.int64(37), np.int64(39)) -> final (0, 63, 25)
  id  132 | status    safe | exit_time   17.819 s | start (np.int64(0), np.int64(22), np.int64(11)) -> final (0, 0, 24)
  id  133 | status    safe | exit_time   11.592 s | start (np.int64(0), np.int64(36), np.int64(20)) -> final (0, 63, 24)
  id  134 | status    safe | exit_time   13.501 s | start (np.int64(0), np.int64(25), np.int64(30)) -> final (0, 0, 25)
  id  135 | status    safe | exit_time   12.769 s | start (np.int64(0), np.int64(55), np.int64(44)) -> final (0, 63, 25)
  id  136 | status    safe | exit_time   11.505 s | start (np.int64(0), np.int64(48), np.int64(7)) -> final (0, 63, 24)
  id  137 | status    safe | exit_time   19.164 s | start (np.int64(0), np.int64(40), np.int64(30)) -> final (0, 63, 25)
  id  138 | status    safe | exit_time   11.342 s | start (np.int64(0), np.int64(3), np.int64(18)) -> final (0, 0, 24)
  id  139 | status    safe | exit_time   13.520 s | start (np.int64(0), np.int64(55), np.int64(10)) -> final (0, 63, 24)
  id  140 | status    safe | exit_time   13.396 s | start (np.int64(0), np.int64(59), np.int64(33)) -> final (0, 63, 25)
  id  141 | status    safe | exit_time   14.314 s | start (np.int64(0), np.int64(2), np.int64(7)) -> final (0, 0, 24)
  id  142 | status    safe | exit_time   11.443 s | start (np.int64(0), np.int64(12), np.int64(11)) -> final (0, 0, 24)
  id  143 | status    safe | exit_time   15.879 s | start (np.int64(0), np.int64(8), np.int64(14)) -> final (0, 0, 24)
  id  144 | status    safe | exit_time   15.040 s | start (np.int64(0), np.int64(20), np.int64(7)) -> final (0, 0, 24)
  id  145 | status    safe | exit_time   13.866 s | start (np.int64(0), np.int64(59), np.int64(40)) -> final (0, 63, 25)
  id  146 | status    safe | exit_time   11.791 s | start (np.int64(0), np.int64(7), np.int64(14)) -> final (0, 0, 24)
  id  147 | status    safe | exit_time   12.564 s | start (np.int64(0), np.int64(13), np.int64(1)) -> final (0, 0, 24)
  id  148 | status    safe | exit_time   14.367 s | start (np.int64(0), np.int64(58), np.int64(3)) -> final (0, 63, 24)
  id  149 | status    safe | exit_time   14.890 s | start (np.int64(0), np.int64(35), np.int64(12)) -> final (0, 63, 24)
  id  150 | status    safe | exit_time    8.934 s | start (np.int64(0), np.int64(57), np.int64(29)) -> final (0, 63, 25)
  id  151 | status    safe | exit_time    7.666 s | start (np.int64(0), np.int64(46), np.int64(35)) -> final (0, 63, 25)
  id  152 | status    safe | exit_time   16.502 s | start (np.int64(0), np.int64(30), np.int64(10)) -> final (0, 0, 24)
  id  153 | status    safe | exit_time    7.320 s | start (np.int64(0), np.int64(16), np.int64(29)) -> final (0, 0, 25)
  id  154 | status    safe | exit_time   16.871 s | start (np.int64(0), np.int64(35), np.int64(10)) -> final (0, 63, 24)
  id  155 | status    safe | exit_time   15.846 s | start (np.int64(0), np.int64(60), np.int64(42)) -> final (0, 63, 25)
  id  156 | status    safe | exit_time    9.346 s | start (np.int64(0), np.int64(55), np.int64(34)) -> final (0, 63, 25)
  id  157 | status    safe | exit_time   15.882 s | start (np.int64(0), np.int64(33), np.int64(11)) -> final (0, 63, 24)
  id  158 | status    safe | exit_time   11.358 s | start (np.int64(0), np.int64(17), np.int64(43)) -> final (0, 0, 25)
  id  159 | status    safe | exit_time   19.797 s | start (np.int64(0), np.int64(33), np.int64(44)) -> final (0, 63, 25)
  id  160 | status    safe | exit_time    6.828 s | start (np.int64(0), np.int64(14), np.int64(19)) -> final (0, 0, 24)
  id  161 | status    safe | exit_time   10.091 s | start (np.int64(0), np.int64(15), np.int64(42)) -> final (0, 0, 25)
  id  162 | status    safe | exit_time   13.535 s | start (np.int64(0), np.int64(5), np.int64(8)) -> final (0, 0, 24)
  id  163 | status    safe | exit_time   18.805 s | start (np.int64(0), np.int64(22), np.int64(6)) -> final (0, 0, 24)
  id  164 | status    safe | exit_time   15.940 s | start (np.int64(0), np.int64(6), np.int64(16)) -> final (0, 0, 24)
  id  165 | status    safe | exit_time    9.306 s | start (np.int64(0), np.int64(47), np.int64(44)) -> final (0, 63, 25)
  id  166 | status    safe | exit_time   11.668 s | start (np.int64(0), np.int64(20), np.int64(1)) -> final (0, 0, 24)
  id  167 | status    safe | exit_time   16.453 s | start (np.int64(0), np.int64(1), np.int64(3)) -> final (0, 0, 24)
  id  168 | status    safe | exit_time    8.617 s | start (np.int64(0), np.int64(11), np.int64(33)) -> final (0, 0, 25)
  id  169 | status    safe | exit_time   15.051 s | start (np.int64(0), np.int64(2), np.int64(18)) -> final (0, 0, 24)
  id  170 | status    safe | exit_time   15.502 s | start (np.int64(0), np.int64(62), np.int64(15)) -> final (0, 63, 24)
  id  171 | status    safe | exit_time   12.149 s | start (np.int64(0), np.int64(8), np.int64(41)) -> final (0, 0, 25)
  id  172 | status    safe | exit_time   10.334 s | start (np.int64(0), np.int64(19), np.int64(42)) -> final (0, 0, 25)
  id  173 | status    safe | exit_time   14.772 s | start (np.int64(0), np.int64(26), np.int64(30)) -> final (0, 0, 25)
  id  174 | status    safe | exit_time   11.601 s | start (np.int64(0), np.int64(56), np.int64(30)) -> final (0, 63, 25)
  id  175 | status    safe | exit_time   10.881 s | start (np.int64(0), np.int64(4), np.int64(31)) -> final (0, 0, 25)
  id  176 | status    safe | exit_time   20.293 s | start (np.int64(0), np.int64(28), np.int64(48)) -> final (0, 0, 25)
  id  177 | status    safe | exit_time   14.336 s | start (np.int64(0), np.int64(32), np.int64(36)) -> final (0, 63, 25)
  id  178 | status    safe | exit_time   19.162 s | start (np.int64(0), np.int64(62), np.int64(5)) -> final (0, 63, 24)
  id  179 | status    safe | exit_time   15.907 s | start (np.int64(0), np.int64(15), np.int64(1)) -> final (0, 0, 24)
  id  180 | status    safe | exit_time   13.891 s | start (np.int64(0), np.int64(13), np.int64(1)) -> final (0, 0, 24)
  id  181 | status    safe | exit_time   15.572 s | start (np.int64(0), np.int64(41), np.int64(29)) -> final (0, 63, 25)
  id  182 | status    safe | exit_time   15.536 s | start (np.int64(0), np.int64(24), np.int64(39)) -> final (0, 0, 25)
  id  183 | status    safe | exit_time   11.184 s | start (np.int64(0), np.int64(43), np.int64(12)) -> final (0, 63, 24)
  id  184 | status    safe | exit_time   20.741 s | start (np.int64(0), np.int64(40), np.int64(45)) -> final (0, 63, 25)
  id  185 | status    safe | exit_time   17.908 s | start (np.int64(0), np.int64(27), np.int64(37)) -> final (0, 0, 25)
  id  186 | status    safe | exit_time   11.485 s | start (np.int64(0), np.int64(16), np.int64(6)) -> final (0, 0, 24)
  id  187 | status    safe | exit_time    7.853 s | start (np.int64(0), np.int64(43), np.int64(29)) -> final (0, 63, 25)
  id  188 | status    safe | exit_time   12.659 s | start (np.int64(0), np.int64(51), np.int64(40)) -> final (0, 63, 25)
  id  189 | status    safe | exit_time   14.433 s | start (np.int64(0), np.int64(57), np.int64(39)) -> final (0, 63, 25)
  id  190 | status    safe | exit_time   18.253 s | start (np.int64(0), np.int64(40), np.int64(12)) -> final (0, 63, 24)
  id  191 | status    safe | exit_time   16.220 s | start (np.int64(0), np.int64(33), np.int64(34)) -> final (0, 63, 25)
  id  192 | status    safe | exit_time   17.205 s | start (np.int64(0), np.int64(34), np.int64(4)) -> final (0, 63, 24)
  id  193 | status    safe | exit_time   19.609 s | start (np.int64(0), np.int64(31), np.int64(4)) -> final (0, 0, 24)
  id  194 | status    safe | exit_time    7.166 s | start (np.int64(0), np.int64(48), np.int64(29)) -> final (0, 63, 25)
  id  195 | status    safe | exit_time   13.483 s | start (np.int64(0), np.int64(9), np.int64(37)) -> final (0, 0, 25)
  id  196 | status    safe | exit_time   20.564 s | start (np.int64(0), np.int64(40), np.int64(45)) -> final (0, 63, 25)
  id  197 | status    safe | exit_time   13.736 s | start (np.int64(0), np.int64(33), np.int64(17)) -> final (0, 63, 24)
  id  198 | status    safe | exit_time   17.148 s | start (np.int64(0), np.int64(61), np.int64(2)) -> final (0, 63, 24)
  id  199 | status    safe | exit_time    9.375 s | start (np.int64(0), np.int64(49), np.int64(9)) -> final (0, 63, 24)

